kalimat,predicted_label
konflik hamas israel ahy dukung perintah laku langkah strategis dnt pdemokrat agusyudhoyono demokrat bareng ahy,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis dnt pdemokrat agusyudhoyono demokrat bareng ahy,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis dnt pdemokrat agusyudhoyono demokrat bareng ahy,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis dnt pdemokrat agusyudhoyono demokrat bareng ahy,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis dnt pdemokrat agusyudhoyono demokrat bareng ahy,NEGATIVE
halo jansen sitindaon ucap mui tokoh muslim sasar bela palestina teriak rakyat indonesia dibitung sdh cerdas denganinternet buka media hamas konflik israel ibadah umat kristus ibadah larang,NEGATIVE
geopolitik global konflik middle east dekade a l penting minyak negara maju butuh minyak middle east perang israel hamas lanjut akibat ribu warga sipil anak korban perang,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis dnt pdemokrat agusyudhoyono demokrat bareng ahy,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis dnt pdemokrat agusyudhoyono demokrat bareng ahy,NEGATIVE
gencat senjata israel hamas panjang sandera israel bebas panjang jeda tempur ue negara negara arab muslim tuju solusi negara jalan konflik israel palestina,NEGATIVE
tampak sasar konflik pancing isu sara angkat tuduh isu palestina bangkit terorisme sinkron propaganda pro israel benar kejam israel dalih hamas teroris sbgmn isis,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis dnt pdemokrat agusyudhoyono demokrat bareng ahy,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis bxj pdemokrat agusyudhoyono demokrat harap rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis bxj pdemokrat agusyudhoyono demokrat harap rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis bxj pdemokrat agusyudhoyono demokrat harap rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis bxj pdemokrat agusyudhoyono demokrat harap rakyat,POSITIVE
tweeps dunia sambut bebas sandera israel hamas indonesia undang myanmar cari solusi konflik simak info,NEGATIVE
sangkutin mah emang acara ras udah konflik hamas israel aja oktober,POSITIVE
netizen indonesia dadak ras konflik hamas vs israel muncul muka kosakata ghirah agama dasar,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis bxj pdemokrat agusyudhoyono demokrat harap rakyat,POSITIVE
konflik hamas israel bangsa indonesia bangsa indonesia konflik,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis ytk pdemokrat agusyudhoyono demokrat bela rakyat,POSITIVE
peduli warga korban konflik kelompok hamas israel polres situbondo andil kirim bantu manusia gaza palestinapalestinanooumooo,NEGATIVE
konflik israel hamas negara dsana konflik agama indonesia lucu negri,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis ytk pdemokrat agusyudhoyono demokrat bela rakyat,POSITIVE
lu bilang samping hamas konflik it pecah ulah hamas bodoh negara in igin juang merdeka palestina pbb nggak ad hubung bilateral israel lu pikir ngomong amerika israel akn tuju minta indonesia,NEGATIVE
emang dukung palestina ap utk indonesia in merdeka segitunya indonesia bela palestina emang israel ad korban manusia dlm konflik laku hamas emang lu pikir israel nggak ad muslim ap,NEGATIVE
palestina lu urgent woiii konflik israel palestina it nggak akn hamas it sembunyi ketiak rakyat sipil palestina sadar it sesunguhnya negara in bodok hamas sdgkn kkb tuntas sok pahlawan utk palestin,POSITIVE
media lokal ri sebar berita hoax kait konflik hamas vs israel tulis sesuai fakta lapang demo jilid,NEGATIVE
sandera culi bentuk aman kaya warga israel daerah konflik perang temu hamas tembak aniaya warga palestina zionis salah sangka bawa wilayah aman hamas,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis ytk pdemokrat agusyudhoyono demokrat bela rakyat,POSITIVE
bal netral konflik israel hamas,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis ytk pdemokrat agusyudhoyono demokrat bela rakyat,POSITIVE
konflik palestin israel tebus israel aku layan hamas dunia kini hamas israel layan,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis ytk pdemokrat agusyudhoyono demokrat bela rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis ytk pdemokrat agusyudhoyono demokrat bela rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis ytk pdemokrat agusyudhoyono demokrat bela rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis ytk pdemokrat agusyudhoyono demokrat bela rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis ytk pdemokrat agusyudhoyono demokrat bela rakyat,POSITIVE
rekam jejak kecam paus fransiskus kejam israel dlm konflik israel hamas samasekali beliau benci identitas amp orang yahudi beliau benci adl kejam dlm konflik tjd benci kpd kaum yahudi nya,NEGATIVE
kecut langgar hamas culik anak anak israel skrmg sayankatakan konflik hamas idf brengsek tweet ubah i stand with civilians,NEGATIVE
konflik palestin israel gencat senjata lanjut dunia kini gencat hamas mesir,NEGATIVE
narasi kayak gin nih bs jd picu konflik ngebela rakyat palestina hamas hamas balikin sandera jahat loh kayak tentara israel skrg palestina hamas palestina ribu warga skrg jd korban,NEGATIVE
konflik palestina vs israel konflik rumit ruwet egois amp keras kepala muslim radikal hamas vs yahudi radikal likud netanyahu amp solusi sederhana orang malas pikir serius,NEGATIVE
wajar aja spt singgung bbrp kalo efek netizen jd alami confirmation bias ttg paus fransiskus konflik israel hamas salah beliau tp media paus fransiskus mah konsisten diri,NEGATIVE
efek domino konflik hamas israel bikin jokowi ketar tir,NEGATIVE
gencat senjata gaza israel hamas tukar bebas sandera tahan gencatansenjata sandera hamas konflik israel palestina ceasefire tawan wargasipil infoterkini videoviral beritaterbaru,NEGATIVE
bangun titik demarkasi zee area publik i e bitung langsung ambil org tarik konflik israel hamas dlm negara sarang lebah semut rangrang ganggu pasu lebah tusuk mata buta sengat bisa,NEGATIVE
konflik palestin israel hamas bebas tebus dunia kini hamas israel palestin,NEGATIVE
anti hamas palestina diri negara islam palestina tanah israel import konflik deh indonesia,NEGATIVE
anti hamas palestina cita hamas diri negara islam palestina tanah israel palestina konflik agama wilayah maksa orang non muslim dukung hamas palestina gue hamas nggak teroris bukti bela brutal,NEGATIVE
konflik palestina diimport bitung nggak salah nilai agama visi hamas diri negara islam palestina tanah israel palestina konflik agama wilayah motif hamas pesek tanah bitung mayoritas non muslim,POSITIVE
ada palestina al qur an darimana klaim tanah janji israel milik palestina quraan kl nggak hamas niat diri negara islam palestina tanah palestina palestina positif konflik agama aksi bela palestina bitung gila,NEGATIVE
ada palestina al qur an darimana klaim tanah janji israel milik palestina quraan kl nggak hamas niat diri negara islam palestina tanah palestina palestina positif konflik agama gue,POSITIVE
ada palestina al qur an darimana klaim tanah janji israel milik palestina quraan kl nggak hamas niat diri negara islam palestina tanah palestina palestina positif konflik agama gue,POSITIVE
konflik israel palestina bitung sulawesi utara dukung hamas dukung nkri bersyariah krn piagam hamas bentuk negara islam palestina bgmn gue bela palestina pilih ideologi bangsa,POSITIVE
surat paham hamas paham konflik tel mentah berita ciut akun pro israel,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis ytk pdemokrat agusyudhoyono demokrat bela rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis ytk pdemokrat agusyudhoyono demokrat bela rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis ytk pdemokrat agusyudhoyono demokrat bela rakyat,POSITIVE
kadal gurunnn indonesia dengar konflik israel militan hamas teroris perintah china tutup hancur ratus masjid perintah india tutup masjid kerusuhunan bangladesh hapus islam agama resmi,NEGATIVE
dubes palestina gencat senjata israel hamas selesai konflik,NEGATIVE
uang gak nikmat rakyat gaza hamas nikmat donasi strategi utama hamas jual benci tuai donasi heran bikin konflik kali sadis pikir amerika lemah utang gak nolongin israel,NEGATIVE
bagus statement konflik hamas israel insiden teroris narendra modi belah terorisme,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis der pdemokrat agusyudhoyono demokrat s p,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis der pdemokrat agusyudhoyono demokrat s p,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis der pdemokrat agusyudhoyono demokrat s p,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis a h pdemokrat agusyudhoyono demokrat rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis a h pdemokrat agusyudhoyono demokrat rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis a h pdemokrat agusyudhoyono demokrat rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis der pdemokrat agusyudhoyono demokrat s p,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis der pdemokrat agusyudhoyono demokrat s p,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis der pdemokrat agusyudhoyono demokrat s p,POSITIVE
daftar menteri jabat dunia pecat kontroversi konflik israel hamas,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis der pdemokrat agusyudhoyono demokrat s p,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis der pdemokrat agusyudhoyono demokrat s p,POSITIVE
tingkat anggur warga palestina tembus angka persen dampak konflik hamas israel,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis der pdemokrat agusyudhoyono demokrat s p,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis der pdemokrat agusyudhoyono demokrat s p,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis der pdemokrat agusyudhoyono demokrat s p,POSITIVE
konflik israel hamas sandera gaza bebas truk bansos via,NEGATIVE
tebus konflik perang kumpul juang hamas israel bebas malam,NEGATIVE
suasana gembira iring bebas tebus konflik perang kumpul juang hamas israel jumaat hamas bebas tebus israel bebas tahan palestin lepas gencat senjata israel hamas runding qatar,POSITIVE
kah saksi pasti japri jawara sport internasional sabtu jam wib japri sepakbola palestina karimbenzema mosalah riyadmahrez israel gaza konflik peranggaza hamas standforhumanity superbollywoodntv bollywood nusantaratv,NEGATIVE
baitulmadqis tebus konflik perang kumpul juang hamas israel bebas malam kool palestin palestine gaza hamas freepalestine freegaza sumber,NEGATIVE
lahir israel warga israel konflik israel vs palestina konflik prancis vs aljazair jajah prancis brutal aljazair palestina gideon levy wartawan kolumnis haaretz istilah konflik hamas israel,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis der pdemokrat agusyudhoyono demokrat s p,POSITIVE
tebus bebas jumaat tebus konflik perang kumpul juang hamas israel bebas jumaat sinarharian,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis der pdemokrat agusyudhoyono demokrat s p,POSITIVE
konflik palestin israel gaza tenang dunia kini dunia gaza hamas,NEGATIVE
jd kalo comot ucap paus fransiskus scr potong framing sbg suara pihak beliau kpd salah dlm konflik israel hamas umat katolik salah dg sikap beliau paus sbnrnya tuh intermezzo,NEGATIVE
dlm konteks konflik israel hamas bulan sbnrnya kalo simak scr potong bs bhw paus ekspresi kecam empati scr imbang kpd belah beliau ajak utk kpd salah intermezzo,POSITIVE
konflik israel palestina gak selesai histeris teriak i stand with palestine ajar sejarah hamas islam tdk suara bilang hamas khianat ajar pahlawan organisasi teroris satu suara muslim,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis ymp pdemokrat agusyudhoyono demokrat s p menang,POSITIVE
presiden prancis emmanuel macron negara anut standar ganda konflik israel hamas gaza prancis kecam bom warga sipil,NEGATIVE
kalo gak beres konflik palestina israel selesai hamas angkat kaki palestina free palestine from hamas,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis ymp pdemokrat agusyudhoyono demokrat s p menang,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis ymp pdemokrat agusyudhoyono demokrat s p menang,POSITIVE
tegang konflik israel hamas panas paus fransiskus temu keluarga keluarga vatikan rabu temu paus keluarga keluarga palestina kerabat tahan penjara penjara israel serang,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis ymp pdemokrat agusyudhoyono demokrat s p menang,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis ymp pdemokrat agusyudhoyono demokrat s p menang,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis ymp pdemokrat agusyudhoyono demokrat s p menang,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis ymp pdemokrat agusyudhoyono demokrat s p menang,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis ymp pdemokrat agusyudhoyono demokrat s p menang,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis ymp pdemokrat agusyudhoyono demokrat s p menang,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis ymp pdemokrat agusyudhoyono demokrat s p menang,POSITIVE
news explained wartawan bbc protes ketidakadilan berita palestina banding israel bbc bbc gagal berita konflik akurat istilah istilah bantai brutal hamas bbc ban tuduh,NEGATIVE
akar fanatik lo lo yakin konflik hamas genosida israel muslim lo dukung konflik lo antipati muslim genosida israel org palestina muslim kristen gereja bom sana,POSITIVE
indonesia damai konflik israel palestina tolakintoleransi tolakradikalisme tolakekstremisme kaltarabersatu toleransi israel palestine ham s freepalestine khilafah hamas khilafah damaskus baitulmaqdis,POSITIVE
israel hamas laku gencat senjata perdana konflik minggu minggu,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis ymp pdemokrat agusyudhoyono demokrat s p menang,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis ymp pdemokrat agusyudhoyono demokrat s p menang,POSITIVE
paus fransiskus terang terang sebut konflik hamas israel aksi terorisme kelompok yahudi kritik paus tuntut klarifikasi focus gencatansenjata news newsflash,NEGATIVE
duduk gaza pulang rumah lepas gencat senjata nov gencat senjata tuju hamas israel capai lepas konflik laku,NEGATIVE
kor ni haa actually byk kat fb konflik isra l palestine nih dorang cuba politik spin denying amp blame hamas juang palestine sbb trigger kacau oktober tuh fakta kronologi jadi jahat zionis tolak mossad,NEGATIVE
kalo gmn scr implisit paus fransiskus sebut belah dlm konflik israel hamas udah tindak terorisme keukeuh bhw paus fransiskus pro palestina,NEGATIVE
hamas palestina israel hormat sepakat gencat senjata pakat konflik timur kompleks sulit selesai moga solusi adil damai belah,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis ymp pdemokrat agusyudhoyono demokrat s p menang,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis ymp pdemokrat agusyudhoyono demokrat s p menang,POSITIVE
dunia bahagia tenang israel sumber konflik dunia asal israel sungguh putus hamas mortir lenyap sumber dunia terima kasih hamas,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis ymp pdemokrat agusyudhoyono demokrat s p menang,POSITIVE
konflik palestin israel gencat senjata peluang tipis kekang perang gaza dunia kini gaza gencatansenjata hamas,NEGATIVE
eh ralat parah hamas nyerang kemarin kalo perang palestine vs israel mah dah dr mreka konflik,NEGATIVE
salah propaganda makan korban diksi perang hamas lawan israel hilang konteks perang juang merdeka lawan jajah akibat jajah akar peperangan bias geser mnjd konflik negara,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis cc pdemokrat agusyudhoyono demokrat kawal prabowo,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis cc pdemokrat agusyudhoyono demokrat kawal prabowo,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis cc pdemokrat agusyudhoyono demokrat kawal prabowo,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis cc pdemokrat agusyudhoyono demokrat kawal prabowo,POSITIVE
luap marah warga yahudi amerika serikat warna protes konflik israel hamas zionismisnotjudaism freepalestine israelinewnazism,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis cc pdemokrat agusyudhoyono demokrat kawal prabowo,POSITIVE
narasi puja keras konflik israel hamas luas tragedi manusia umat manusia pasti konflik agama,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis cc pdemokrat agusyudhoyono demokrat kawal prabowo,POSITIVE
jubir presiden palestina tdk hubung hamas amp israel kudeta hilang legitimasi hamas d palestina tdk libat dlm konflik sekunder,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis cc pdemokrat agusyudhoyono demokrat kawal prabowo,POSITIVE
komunitas yahudi jewish voice for peace desak presiden joe bidden umum gencat senjata tuntut de eskalasi selesai konflik israel palestina aksi demonstrasi bukti konflik hamas israel konflik agama,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis cc pdemokrat agusyudhoyono demokrat kawal prabowo,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis cc pdemokrat agusyudhoyono demokrat kawal prabowo,POSITIVE
konflik israel hamas rusia ukraina wilayah semenanjung korea panas rezim korea utara pimpin kim jong un aktif tindak militer videoberita adadikompas,NEGATIVE
momen pm swedia cemooh bicara konflik israel hamas unjuk pro palestina cemooh perdana menteri swedia ulf kristersson bicara konflik israel hamas detik,NEGATIVE
gedung putih tolak libat diplomatik china konflik israel hamas upaya beijing posisi bawa damai kredibel timur ketimbang as,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis cc pdemokrat agusyudhoyono demokrat kawal prabowo,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis cc pdemokrat agusyudhoyono demokrat kawal prabowo,POSITIVE
airlangga seru two state solution konflik israel hamas forum virtual g leaders summit tindak ktt g india,POSITIVE
airlangga seru two state solution konflik israel hamas forum virtual g leaders summit tindak ktt g india,POSITIVE
mimin gar bawah posisi mimin kait konflik israel hamas panas bahwasannya akun tanggap pro palestine perang mohon maaf genosida broski abad ngejulidin orang orang pro israel like wake tf up,NEGATIVE
manfaat konflik israel vs hamas vs falestina semskin orang indonesia kaya mendakak negeri korup duit donasi,NEGATIVE
unjuk pro palestina sela temu perdana menteri swedia ulf kristersson massa cemooh kristersson bicara konflik israel hamas,POSITIVE
bbc tuduh jurnalis gagal cerita kisah konflik israel hamas meluluhlantakkan gaza akurat sumber,NEGATIVE
gak bener hamas bikin serang teror skala nyiram bensin percik api konflik pm israel ekstrimis kanan udah guling rakyat zionis hamas emang dasar buat onar gak de eskalasi konflik,POSITIVE
korban tewas dlm konflik israel hamas catat palestina jabar anak wanita lansia dg total org jml milisi hamas tewas orang korban tewas israel adl,NEGATIVE
tubuh kerjasama islam oic sifat oh i see oh tangan isu palestin konflik hamas israel cetus okt harakahdaily aid palestine,NEGATIVE
ngerti sejarah konflik palestine israel ketik english pro humanity condemn hamas jg hati aja akun propaganda halus gin,NEGATIVE
yep puspal dah benar diorg konsert lepas tuju syarat ketat utk artis negara berkonsert benar dah oleh konflik baru hamas israel pmx coldplay sokong juang palestin tgk je,NEGATIVE
gue udh muak bgt sm dr konten kali muncul fyp gue bagas konflik palestine israel dg embel embel stand with humanity tp komen bahas hamas dilike which mean asli ya pro israel lol sok sok stand with humanity stand with humanity,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis rrs pdemokrat agusyudhoyono demokrat bareng rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis rrs pdemokrat agusyudhoyono demokrat bareng rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis rrs pdemokrat agusyudhoyono demokrat bareng rakyat,POSITIVE
konflik senjata buka negara israel banding iran dukung penuh hamas hati konflik,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis rrs pdemokrat agusyudhoyono demokrat bareng rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis rrs pdemokrat agusyudhoyono demokrat bareng rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis rrs pdemokrat agusyudhoyono demokrat bareng rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis rrs pdemokrat agusyudhoyono demokrat bareng rakyat,POSITIVE
kh yahya cholil staquf forum isora upaya satu pimpin agama dunia ambil langkah nyata selesai konflik hamas israel,POSITIVE
konflik israel hamas jajah israel negara palestina genosida,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis rrs pdemokrat agusyudhoyono demokrat bareng rakyat,POSITIVE
rakyat gaza tdk adu hamas israel krna gk tau dn dimna hamas mreka sja hilang slma brthun dn muncul swktu konflik tdk hamaa dibwh sekolah rs krna mrka medan tempur idf murni target sipil,NEGATIVE
hamas kontrol tepi barat rakyat palestina anak anak bunuh pasu israel oktober tepi barat salah hamas coba luas konflik tepi barat jubir perintah jajah israel,NEGATIVE
konflik palestine israel dlu liat tentara hamas masukin bom granat dalam dek tank merkava meledug langsung dalam liat video,NEGATIVE
konflik israel hamas tahun rangkai konflik militer tegang dasar israel hamas milik perspektif tuju tentang sulit capai solusi damai agresi israel,POSITIVE
jurnalis kerja media lapor tewas konflik darah israel hamas pecah oktober rakyatmerdeka palestina gaza,NEGATIVE
konflik palestin israel briged al qassam musnah kenderaan tentera israel dunia kini brigedalqassam hamas israel,NEGATIVE
lu mana aja lu nyimak konflik israel palestina bos konflik israel palestina udah lu ikutin gak gara lu liyat sipil israel bom llu lu langsung menjudge hamas asla lu tau israel selma biadab pd plstina,NEGATIVE
konflik israel palestina pimpin hamas dekat sepakat gencat senjata,NEGATIVE
dukung manusia adil depan damai buruk kondisi israel dibuli kejam ya hamas jg kejam bunuh orang yahudi kait agama ya konflik ga selesai,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis rrs pdemokrat agusyudhoyono demokrat bareng rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis rrs pdemokrat agusyudhoyono demokrat bareng rakyat,POSITIVE
konflik israel amp palestina perang kelompok militan pimpin hamas lancar invasi serang besar israel jalur gaza tanggal oktober kelompok israel serang genosida jalur gaza scdukungpalestina,NEGATIVE
goblok si goblok anggap konflik israel palestina konflik agama gak heran ngotot bela hamas biarpun hamas teroris orang bela israel anti islam tolol tolol elo israel gak muslim,NEGATIVE
paham hukum perang terap hamas tama paham hamas hubung israel konteks konflik,POSITIVE
perintah iran ban libat baja kapal kargo kait israel kelompok houthi laut merah houthi baja kapalkargo kelompokhouthi yaman lautmerah kapalisrael iran galaxyleader konflik israel hamas palestina infoterkini,NEGATIVE
realitas sosial harap zizek fetis keras israel hamas simetris damai slogan kosong orang gagal identifikasi sumber konflik asal spirit is a bone hegel,NEGATIVE
arrested mirwat al azza jurnalis kerja lepas nbc tugas nbc pecah konflik serok israel jumat nbc uwis pecat duga hasut teror afiliasi hamas mengglorifikasi aksi brutal oktober sokor tabiat,NEGATIVE
konflik palestin israel ketua hamas gencat senjata capai dunia kini gencatansenjata hamas ismailhaniyeh,NEGATIVE
sikap partai populis kanan eropa konflik hamas israel,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis rrs pdemokrat agusyudhoyono demokrat bareng rakyat,POSITIVE
konflik israel hamas tolong ya israel palestina hamas nama negara jajah bua nama,NEGATIVE
kyai ulama muka agama mui dlsb sikap konflik israel hamas palestina adem,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis rrs pdemokrat agusyudhoyono demokrat bareng rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis rrs pdemokrat agusyudhoyono demokrat bareng rakyat,POSITIVE
kalo ngibarin bendera daerah konflik tanda daerah kuasa duduk trgntngg perintah menang mundur gempur ingin capai smua perang mmang kejam tnyakn hamas kalo rebut tanah israel knpa hrs mundur,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis rrs pdemokrat agusyudhoyono demokrat bareng rakyat,POSITIVE
konflik israel hamas iac niac kliniksepekan,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis hh pdemokrat agusyudhoyono demokrat harap rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis hh pdemokrat agusyudhoyono demokrat harap rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis hh pdemokrat agusyudhoyono demokrat harap rakyat,POSITIVE
ni gue edit rs indonesia gaza serang simpel sih tarik kerja biar israel amp hamas gelut gausah trlalu duli tempur sm israel sereem knp jg snang campur urus konflik orang wkt rakyat myanmar dizolimi junta militer diem aja standart janda,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis hh pdemokrat agusyudhoyono demokrat harap rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis hh pdemokrat agusyudhoyono demokrat harap rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis hh pdemokrat agusyudhoyono demokrat harap rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis hh pdemokrat agusyudhoyono demokrat harap rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis hh pdemokrat agusyudhoyono demokrat harap rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis hh pdemokrat agusyudhoyono demokrat harap rakyat,POSITIVE
sp boikot sila boikot sp dukung israel sila dukung sp dukung palestina hamas sila dukung jgn krn rusa bangsa bangsa jg rusak jgn konflik negara jd picu konflik negara,POSITIVE
perdana menteri israel benjamin netanyahu aku usaha tenteranya kurang korban awam gaza jaya salah hamas punca konflik larut netanyahu tentera israel usaha hapus hamas,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis hh pdemokrat agusyudhoyono demokrat harap rakyat,POSITIVE
ugm peduli palestina konflik palestina akibat serang israel hamas sabtu oktober mari bantu saudara palestina rezeki milik donasi buka tanggal november,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis hh pdemokrat agusyudhoyono demokrat harap rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis hh pdemokrat agusyudhoyono demokrat harap rakyat,POSITIVE
liat google dimanfaatin cari tau benar konflik udah israel datang palestine aja rakus ngambilin wilayah palestine trus palestine diem aja kalo israel ngga ngerusuhin palestine ngga bentuk hamas,NEGATIVE
kantor media perintah gaza minggu umum warga palestina tewas jalur gaza lampau orang konflik israel hamas letus oktober gaza palestina israel,NEGATIVE
tulis konflik konflik bagi fase utama fase tangan hamas timbul rusa tentara israel fase serang hizbullah,NEGATIVE
kepala lembaga media muka gaza jurnalis tewas serang israel wilayah mati tambah daftar puluh jurnalis tewas konflik israel hamas oktober serang rs indonesia bebas,NEGATIVE
kuat gaung aksi boikot produk akibat konflik hamas israel,NEGATIVE
malu hubung teologi konflik hamas israel,NEGATIVE
konflik jaman nabi perkara tanah suci agama islam kristen judais cerita hamas bom israel lari gaza palestina saudi tetangga angkat tangan israel bom gaza ayo kirim bencana alam israel,NEGATIVE
konflik hamas israel ahy dukung perintah laku langkah strategis hh pdemokrat agusyudhoyono demokrat harap rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis hh pdemokrat agusyudhoyono demokrat harap rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis hh pdemokrat agusyudhoyono demokrat harap rakyat,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis hh pdemokrat agusyudhoyono demokrat harap rakyat,POSITIVE
koq iran cma bs duduk manis nun dr daerah konflik tau nya israel kedodoran lwn hamas,NEGATIVE
presiden ri joko widodo jokowi aku presiden amerika serikat joe biden tanggap desa indonesia gencat senjata gaza israel hamas presidenri jokowi joebiden gencatansenjata konflik palestina jalurgaza israel freepalestine,POSITIVE
sorot isu gaza konflik israel vs hamas dampak gaza fokus bahas temu prabowogibranistimewa bersamaindonesiamaju prabowogemoy prabowo subianto,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis hh pdemokrat agusyudhoyono demokrat harap rakyat,POSITIVE
